,subject,OE,TH,OE_TH,TW,PR,OR,TOT,CRD,GRD,PTS1,PTS2
1530,210250,--,--,--,PP,--,--,41,04,P,04,16
1531,214441,023/050,021/050,044/100,--,--,--,43,04,P,04,16
1532,214442,023/050,029/050,052/100,--,--,--,45,04,C,05,20
1533,214443,013/050,028/050,041/100,--,--,--,56,01,B+,07,07
1534,214444,021/050,022/050,043/100,--,--,--,56,01,B+,07,07
1535,214445,024/050,021/050,045/100,--,--,--,80,01,O,10,10
1536,214446,--,--,--,022/025,020/050,--,60,01,A,08,08
1537,214448,--,--,--,021/025,021/050,--,46,03,C,05,15
1538,214449,--,--,--,020/025,--,--,51,04,B,06,24
1539,207003,--,--,--,015/025,--,--,58,04,B+,07,28
1540,214450,023/050,023/050,046/100,--,--,--,49,02,C,05,10
1541,214451,026/050,025/050,051/100,--,--,--,60,02,A,08,16
1542,214453,021/050,037/050,058/100,--,--,--,PP,00,P,00,00
1543,214454,--,--,--,015/025,022/050,--,51,04,B,06,24
1544,214455,--,--,--,015/025,030/050,--,68,04,A,08,32
1545,214458,--,--,--,PP,--,--,61,04,A,08,32
1546,214441,024/050,027/050,051/100,--,--,--,53,04,B,06,24
1547,214442,033/050,035/050,068/100,--,--,--,55,04,B+,07,28
1548,214443,030/050,031/050,061/100,--,--,--,66,01,A,08,08
1549,214444,024/050,029/050,053/100,--,--,--,74,02,A+,09,18
1550,214445,023/050,032/050,055/100,--,--,--,64,01,A,08,08
1551,214446,--,--,--,020/025,030/050,--,76,01,A+,09,09
1552,214447,--,--,--,021/025,035/050,--,PP,00,P,00,00
1553,214448,--,--,--,020/025,028/050,--,57,04,B+,07,28
1554,214449,--,--,--,019/025,--,--,51,04,B,06,24
1555,202054A,--,--,--,PP,--,--,46,04,C,05,20
1556,214441,023/050,034/050,057/100,--,--,--,48,04,C,05,20
1557,214442,024/050,027/050,051/100,--,--,--,54,04,B,06,24
1558,214443,026/050,020/050,046/100,--,--,--,56,01,B+,07,07
1559,214444,017/050,031/050,048/100,--,--,--,69,02,A,08,16
1560,214445,030/050,024/050,054/100,--,--,--,80,01,O,10,10
1561,214446,--,--,--,020/025,022/050,--,PP,00,P,00,00
1562,214447,--,--,--,020/025,032/050,--,62,04,A,08,32
1563,214449,--,--,--,020/025,--,--,42,04,P,04,16
1564,202054A,--,--,--,PP,--,--,52,04,B,06,24
1565,214441,032/050,030/050,062/100,--,--,--,60,04,A,08,32
1566,214442,022/050,020/050,042/100,--,--,--,49,04,C,05,20
1567,214443,030/050,022/050,052/100,--,--,--,53,01,B,06,06
1568,214444,022/050,038/050,060/100,--,--,--,72,02,A+,09,18
1569,214445,029/050,020/050,049/100,--,--,--,70,01,A+,09,09
1570,214446,--,--,--,019/025,021/050,--,68,01,A,08,08
1571,214447,--,--,--,019/025,035/050,--,PP,00,P,00,00
1572,214448,--,--,--,018/025,035/050,--,PP,00,P,00,00
1573,214449,--,--,--,017/025,--,--,41,04,P,04,16
1574,202054A,--,--,--,PP,--,--,49,04,C,05,20
1575,210250,--,--,--,PP,--,--,60,04,A,08,32
1576,214442,020/050,021/050,041/100,--,--,--,65,04,A,08,32
1577,214443,025/050,024/050,049/100,--,--,--,56,01,B+,07,07
1578,214444,021/050,039/050,060/100,--,--,--,66,02,A,08,16
1579,214445,033/050,032/050,065/100,--,--,--,57,01,B+,07,07
1580,214446,--,--,--,021/025,021/050,--,80,01,O,10,10
1581,214447,--,--,--,022/025,028/050,--,72,01,A+,09,09
1582,214448,--,--,--,022/025,021/050,--,50,03,B,06,18
1583,214449,--,--,--,020/025,--,--,43,04,P,04,16
1584,207003,--,--,--,018/025,--,--,70,04,A+,09,36
1585,214450,023/050,027/050,050/100,--,--,--,66,02,A,08,16
1586,214451,022/050,021/050,043/100,--,--,--,56,02,B+,07,14
1587,214453,034/050,036/050,070/100,--,--,--,57,01,B+,07,07
1588,214454,--,--,--,017/025,033/050,--,PP,00,P,00,00
1589,214455,--,--,--,021/025,021/050,--,44,04,P,04,16
1590,214456,--,--,--,022/025,021/050,--,60,02,A,08,16
1591,214458,--,--,--,PP,--,--,84,01,O,10,10
1592,214443,023/050,021/050,044/100,--,--,--,PP,00,P,00,00
1593,214447,--,--,--,018/025,027/050,--,52,04,B,06,24
1594,214449,--,--,--,021/025,--,--,62,04,A,08,32
1595,202054A,--,--,--,PP,--,--,55,04,B+,07,28
1596,214441,028/050,024/050,052/100,--,--,--,69,04,A,08,32
1597,214442,042/050,020/050,062/100,--,--,--,59,04,B+,07,28
1598,214443,026/050,029/050,055/100,--,--,--,81,01,O,10,10
1599,214444,027/050,042/050,069/100,--,--,--,81,02,O,10,20
1600,214445,034/050,025/050,059/100,--,--,--,93,01,O,10,10
1601,214446,--,--,--,023/025,038/050,--,92,01,O,10,10
1602,214447,--,--,--,023/025,038/050,--,PP,00,P,00,00
1603,214448,--,--,--,024/025,046/050,--,46,04,C,05,20
1604,214449,--,--,--,023/025,--,--,44,04,P,04,16
1605,202054A,--,--,--,PP,--,--,62,04,A,08,32
1606,214442,026/050,020/050,046/100,--,--,--,43,04,P,04,16
1607,214443,023/050,021/050,044/100,--,--,--,73,01,A+,09,09
1608,214444,030/050,032/050,062/100,--,--,--,56,02,B+,07,14
1609,214445,018/050,025/050,043/100,--,--,--,53,01,B,06,06
1610,214446,--,--,--,019/025,036/050,--,72,01,A+,09,09
1611,214447,--,--,--,019/025,023/050,--,PP,00,P,00,00
1612,214448,--,--,--,018/025,022/050,--,67,04,A,08,32
1613,214449,--,--,--,018/025,--,--,67,04,A,08,32
1614,202054A,--,--,--,PP,--,--,54,04,B,06,24
1615,214441,036/050,031/050,067/100,--,--,--,63,04,A,08,32
1616,214442,037/050,030/050,067/100,--,--,--,59,04,B+,07,28
1617,214443,034/050,020/050,054/100,--,--,--,78,01,A+,09,09
1618,214444,022/050,041/050,063/100,--,--,--,68,02,A,08,16
1619,214445,032/050,027/050,059/100,--,--,--,77,01,A+,09,09
1620,214446,--,--,--,022/025,037/050,--,72,01,A+,09,09
1621,214447,--,--,--,021/025,030/050,--,PP,00,P,00,00
1622,214448,--,--,--,021/025,037/050,--,75,04,A+,09,36
1623,214449,--,--,--,018/025,--,--,68,04,A,08,32
1624,202054A,--,--,--,PP,--,--,55,04,B+,07,28
1625,214441,041/050,034/050,075/100,--,--,--,75,04,A+,09,36
1626,214442,037/050,031/050,068/100,--,--,--,58,04,B+,07,28
1627,214443,031/050,024/050,055/100,--,--,--,62,01,A,08,08
1628,214444,033/050,042/050,075/100,--,--,--,78,02,A+,09,18
1629,214445,036/050,022/050,058/100,--,--,--,65,01,A,08,08
1630,214446,--,--,--,021/025,026/050,--,84,01,O,10,10
1631,214447,--,--,--,021/025,038/050,--,PP,00,P,00,00
1632,214448,--,--,--,022/025,027/050,--,PP,00,P,00,00
1633,214449,--,--,--,021/025,--,--,51,04,B,06,24
1634,202054A,--,--,--,PP,--,--,52,04,B,06,24
1635,210250,--,--,--,PP,--,--,46,04,C,05,20
1636,214442,031/050,020/050,051/100,--,--,--,52,04,B,06,24
1637,214443,031/050,021/050,052/100,--,--,--,54,01,B,06,06
1638,214444,026/050,020/050,046/100,--,--,--,65,02,A,08,16
1639,214445,030/050,022/050,052/100,--,--,--,65,01,A,08,08
1640,214446,--,--,--,019/025,022/050,--,72,01,A+,09,09
1641,214447,--,--,--,017/025,032/050,--,64,01,A,08,08
1642,214448,--,--,--,017/025,032/050,--,49,03,C,05,15
1643,214449,--,--,--,018/025,--,--,54,04,B,06,24
1644,207003,--,--,--,016/025,--,--,48,02,C,05,10
1645,214450,020/050,029/050,049/100,--,--,--,65,02,A,08,16
1646,214453,034/050,020/050,054/100,--,--,--,70,01,A+,09,09
1647,214454,--,--,--,016/025,020/050,--,PP,00,P,00,00
1648,214455,--,--,--,021/025,028/050,--,PP,00,P,00,00
1649,214456,--,--,--,015/025,038/050,--,56,04,B+,07,28
1650,214458,--,--,--,PP,--,--,53,04,B,06,24
1651,210250,--,--,--,PP,--,--,53,04,B,06,24
1652,214441,034/050,022/050,056/100,--,--,--,53,04,B,06,24
1653,214442,033/050,20$/050,053/100,--,--,--,46,04,C,05,20
1654,214443,030/050,023/050,053/100,--,--,--,70,02,A+,09,18
1655,214444,026/050,027/050,053/100,--,--,--,70,01,A+,09,09
1656,214445,026/050,020/050,046/100,--,--,--,76,01,A+,09,09
1657,214447,--,--,--,018/025,035/050,--,60,01,A,08,08
1658,214448,--,--,--,018/025,035/050,--,52,02,B,06,12
1659,214449,--,--,--,019/025,--,--,72,02,A+,09,18
1660,207003,--,--,--,015/025,--,--,76,01,A+,09,09
1661,214454,--,--,--,016/025,023/050,--,PP,00,P,00,00
1662,214455,--,--,--,016/025,038/050,--,53,04,B,06,24
1663,214456,--,--,--,015/025,042/050,--,48,04,C,05,20
1664,214458,--,--,--,PP,--,--,48,04,C,05,20
1665,214441,033/050,020/050,053/100,--,--,--,82,01,O,10,10
1666,214442,026/050,022/050,048/100,--,--,--,85,01,O,10,10
1667,214444,024/050,024/050,048/100,--,--,--,92,01,O,10,10
1668,214446,--,--,--,022/025,040/050,--,PP,00,P,00,00
1669,214448,--,--,--,021/025,043/050,--,PP,00,P,00,00
1670,214449,--,--,--,023/025,--,--,70,04,A+,09,36
1671,202054A,--,--,--,PP,--,--,46,04,C,05,20
1672,210250,--,--,--,PP,--,--,62,04,A,08,32
1673,214441,035/050,035/050,070/100,--,--,--,57,04,B+,07,28
1674,214442,026/050,20$/050,046/100,--,--,--,69,04,A,08,32
1675,214443,036/050,026/050,062/100,--,--,--,64,01,A,08,08
1676,214444,032/050,025/050,057/100,--,--,--,76,02,A+,09,18
1677,214445,034/050,035/050,069/100,--,--,--,80,01,O,10,10
1678,214446,--,--,--,020/025,028/050,--,96,01,O,10,10
1679,214447,--,--,--,022/025,035/050,--,68,01,A,08,08
1680,214448,--,--,--,024/025,036/050,--,62,03,A,08,24
1681,214449,--,--,--,024/025,--,--,50,04,B,06,24
1682,207003,--,--,--,017/025,--,--,62,04,A,08,32
1683,214450,035/050,027/050,062/100,--,--,--,62,02,A,08,16
1684,214452,030/050,20$/050,050/100,--,--,--,74,02,A+,09,18
1685,214453,042/050,020/050,062/100,--,--,--,81,01,O,10,10
1686,214454,--,--,--,016/025,031/050,--,PP,00,P,00,00
1687,214455,--,--,--,017/025,039/050,--,53,04,B,06,24
1688,214456,--,--,--,017/025,044/050,--,59,04,B+,07,28
1689,214458,--,--,--,PP,--,--,57,04,B+,07,28
1690,214441,028/050,025/050,053/100,--,--,--,67,04,A,08,32
1691,214442,028/050,031/050,059/100,--,--,--,64,04,A,08,32
1692,214443,031/050,026/050,057/100,--,--,--,86,01,O,10,10
1693,214444,025/050,042/050,067/100,--,--,--,82,02,O,10,20
1694,214445,028/050,036/050,064/100,--,--,--,85,01,O,10,10
1695,214446,--,--,--,023/025,042/050,--,92,01,O,10,10
1696,214447,--,--,--,023/025,039/050,--,PP,00,P,00,00
1697,214448,--,--,--,024/025,040/050,--,PP,00,P,00,00
1698,214449,--,--,--,023/025,--,--,46,04,C,05,20
1699,202054A,--,--,--,PP,--,--,40,04,P,04,16
1700,210250,--,--,--,PP,--,--,53,04,B,06,24
1701,214441,026/050,20$/050,046/100,--,--,--,44,04,P,04,16
1702,214442,020/050,020/050,040/100,--,--,--,51,04,B,06,24
1703,214443,023/050,030/050,053/100,--,--,--,52,01,B,06,06
1704,214444,022/050,022/050,044/100,--,--,--,65,02,A,08,16
1705,214445,031/050,020/050,051/100,--,--,--,66,01,A,08,08
1706,214446,--,--,--,019/025,020/050,--,88,01,O,10,10
1707,214447,--,--,--,021/025,028/050,--,76,01,A+,09,09
1708,214448,--,--,--,020/025,030/050,--,44,03,P,04,12
1709,214449,--,--,--,022/025,--,--,43,04,P,04,16
1710,207003,--,--,--,019/025,--,--,43,04,P,04,16
1711,214450,021/050,023/050,044/100,--,--,--,57,02,B+,07,14
1712,214451,023/050,020/050,043/100,--,--,--,53,02,B,06,12
1713,214452,023/050,20$/050,043/100,--,--,--,50,01,B,06,06
1714,214454,--,--,--,018/025,025/050,--,PP,00,P,00,00
1715,214455,--,--,--,018/025,022/050,--,PP,00,P,00,00
1716,214456,--,--,--,018/025,020/050,--,40,04,P,04,16
1717,214458,--,--,--,PP,--,--,50,04,B,06,24
1718,210250,--,--,--,PP,--,--,54,04,B,06,24
1719,214441,016/050,24$/050,040/100,--,--,--,45,04,C,05,20
1720,214442,027/050,023/050,050/100,--,--,--,54,04,B,06,24
1721,214443,034/050,020/050,054/100,--,--,--,80,01,O,10,10
1722,214444,024/050,021/050,045/100,--,--,--,78,02,A+,09,18
1723,214445,034/050,020/050,054/100,--,--,--,57,01,B+,07,07
1724,214446,--,--,--,021/025,039/050,--,80,01,O,10,10
1725,214447,--,--,--,021/025,038/050,--,80,01,O,10,10
1726,214448,--,--,--,021/025,022/050,--,51,03,B,06,18
1727,214449,--,--,--,020/025,--,--,52,04,B,06,24
1728,207003,--,--,--,020/025,--,--,44,04,P,04,16
1729,214450,028/050,023/050,051/100,--,--,--,69,02,A,08,16
1730,214451,031/050,021/050,052/100,--,--,--,81,02,O,10,20
1731,214452,024/050,020/050,044/100,--,--,--,80,01,O,10,10
1732,214454,--,--,--,020/025,032/050,--,PP,00,P,00,00
1733,214455,--,--,--,021/025,040/050,--,74,04,A+,09,36
1734,214456,--,--,--,019/025,041/050,--,59,04,B+,07,28
1735,214458,--,--,--,PP,--,--,67,04,A,08,32
1736,214441,039/050,035/050,074/100,--,--,--,65,04,A,08,32
1737,214442,033/050,026/050,059/100,--,--,--,63,04,A,08,32
1738,214443,035/050,032/050,067/100,--,--,--,77,01,A+,09,09
1739,214444,039/050,026/050,065/100,--,--,--,86,02,O,10,20
1740,214445,032/050,031/050,063/100,--,--,--,88,01,O,10,10
1741,214446,--,--,--,023/025,035/050,--,88,01,O,10,10
1742,214447,--,--,--,023/025,042/050,--,PP,00,P,00,00
1743,214448,--,--,--,023/025,043/050,--,56,04,B+,07,28
1744,214449,--,--,--,022/025,--,--,56,04,B+,07,28
1745,202054A,--,--,--,PP,--,--,41,04,P,04,16
1746,214441,026/050,030/050,056/100,--,--,--,53,04,B,06,24
1747,214442,032/050,024/050,056/100,--,--,--,54,04,B,06,24
1748,214443,020/050,021/050,041/100,--,--,--,68,01,A,08,08
1749,214444,022/050,031/050,053/100,--,--,--,64,02,A,08,16
1750,214445,032/050,022/050,054/100,--,--,--,61,01,A,08,08
1751,214446,--,--,--,021/025,030/050,--,68,01,A,08,08
1752,214447,--,--,--,018/025,030/050,--,PP,00,P,00,00
1753,214448,--,--,--,018/025,028/050,--,71,04,A+,09,36
1754,214449,--,--,--,017/025,--,--,65,04,A,08,32
1755,202054A,--,--,--,PP,--,--,62,04,A,08,32
1756,214441,031/050,040/050,071/100,--,--,--,61,04,A,08,32
1757,214442,035/050,030/050,065/100,--,--,--,59,04,B+,07,28
1758,214443,028/050,034/050,062/100,--,--,--,72,01,A+,09,09
1759,214444,023/050,038/050,061/100,--,--,--,80,02,O,10,20
1760,214445,034/050,025/050,059/100,--,--,--,81,01,O,10,10
1761,214446,--,--,--,022/025,032/050,--,80,01,O,10,10
1762,214447,--,--,--,022/025,038/050,--,PP,00,P,00,00
1763,214448,--,--,--,023/025,038/050,--,40,04,P,04,16
1764,214449,--,--,--,020/025,--,--,45,04,C,05,20
1765,202054A,--,--,--,PP,--,--,46,04,C,05,20
1766,214442,015/050,025/050,040/100,--,--,--,45,04,C,05,20
1767,214443,024/050,021/050,045/100,--,--,--,66,01,A,08,08
1768,214444,024/050,022/050,046/100,--,--,--,74,02,A+,09,18
1769,214445,025/050,020/050,045/100,--,--,--,77,01,A+,09,09
1770,214446,--,--,--,022/025,028/050,--,80,01,O,10,10
1771,214447,--,--,--,022/025,034/050,--,PP,00,P,00,00
1772,214448,--,--,--,021/025,037/050,--,45,04,C,05,20
1773,214449,--,--,--,020/025,--,--,45,04,C,05,20
1774,202054A,--,--,--,PP,--,--,70,01,A+,09,09
1775,214442,016/050,029/050,045/100,--,--,--,68,02,A,08,16
1776,214444,025/050,020/050,045/100,--,--,--,81,01,O,10,10
1777,214446,--,--,--,021/025,032/050,--,80,01,O,10,10
1778,214447,--,--,--,021/025,030/050,--,PP,00,P,00,00
1779,214448,--,--,--,021/025,040/050,--,60,04,A,08,32
1780,214449,--,--,--,020/025,--,--,58,04,B+,07,28
1781,202054A,--,--,--,PP,--,--,66,04,A,08,32
1782,214441,032/050,028/050,060/100,--,--,--,51,04,B,06,24
1783,214442,032/050,026/050,058/100,--,--,--,50,04,B,06,24
1784,214443,038/050,028/050,066/100,--,--,--,57,01,B+,07,07
1785,214444,019/050,032/050,051/100,--,--,--,74,02,A+,09,18
1786,214445,030/050,020/050,050/100,--,--,--,92,01,O,10,10
1787,214446,--,--,--,022/025,021/050,--,84,01,O,10,10
1788,214447,--,--,--,023/025,033/050,--,PP,00,P,00,00
1789,214448,--,--,--,023/025,046/050,--,61,04,A,08,32
1790,214449,--,--,--,021/025,--,--,72,04,A+,09,36
1791,202054A,--,--,--,PP,--,--,65,04,A,08,32
1792,214442,032/050,029/050,061/100,--,--,--,50,04,B,06,24
1793,214443,039/050,033/050,072/100,--,--,--,62,01,A,08,08
1794,214444,036/050,029/050,065/100,--,--,--,73,02,A+,09,18
1795,214445,028/050,022/050,050/100,--,--,--,78,01,A+,09,09
1796,214446,--,--,--,020/025,027/050,--,80,01,O,10,10
1797,214447,--,--,--,020/025,035/050,--,PP,00,P,00,00
1798,214448,--,--,--,019/025,040/050,--,83,04,O,10,40
1799,214449,--,--,--,020/025,--,--,65,04,A,08,32
1800,202054A,--,--,--,PP,--,--,68,04,A,08,32
1801,214441,036/050,047/050,083/100,--,--,--,63,04,A,08,32
1802,214442,034/050,031/050,065/100,--,--,--,57,04,B+,07,28
1803,214443,035/050,033/050,068/100,--,--,--,89,01,O,10,10
1804,214444,027/050,036/050,063/100,--,--,--,92,02,O,10,20
1805,214445,030/050,027/050,057/100,--,--,--,94,01,O,10,10
1806,214446,--,--,--,024/025,043/050,--,92,01,O,10,10
1807,214447,--,--,--,024/025,045/050,--,PP,00,P,00,00
1808,214448,--,--,--,024/025,047/050,--,44,04,P,04,16
1809,214449,--,--,--,023/025,--,--,54,04,B,06,24
1810,202054A,--,--,--,PP,--,--,49,04,C,05,20
1811,214441,022/050,022/050,044/100,--,--,--,65,04,A,08,32
1812,214442,030/050,024/050,054/100,--,--,--,44,04,P,04,16
1813,214443,028/050,021/050,049/100,--,--,--,60,01,A,08,08
1814,214444,028/050,037/050,065/100,--,--,--,66,02,A,08,16
1815,214445,024/050,020/050,044/100,--,--,--,80,01,O,10,10
1816,214446,--,--,--,021/025,024/050,--,76,01,A+,09,09
1817,214447,--,--,--,022/025,028/050,--,PP,00,P,00,00
1818,214448,--,--,--,022/025,038/050,--,57,04,B+,07,28
1819,214449,--,--,--,019/025,--,--,42,04,P,04,16
1820,202054A,--,--,--,PP,--,--,52,04,B,06,24
1821,214441,033/050,024/050,057/100,--,--,--,61,01,A,08,08
1822,214442,020/050,022/050,042/100,--,--,--,54,02,B,06,12
1823,214444,022/050,030/050,052/100,--,--,--,72,01,A+,09,09
1824,214446,--,--,--,020/025,026/050,--,PP,00,P,00,00
1825,214447,--,--,--,020/025,021/050,--,PP,00,P,00,00
1826,214449,--,--,--,018/025,--,--,47,04,C,05,20
1827,202054A,--,--,--,PP,--,--,58,04,B+,07,28
1828,210250,--,--,--,PP,--,--,58,04,B+,07,28
1829,214441,027/050,020/050,047/100,--,--,--,41,04,P,04,16
1830,214442,034/050,024/050,058/100,--,--,--,46,04,C,05,20
1831,214443,027/050,031/050,058/100,--,--,--,57,01,B+,07,07
1832,214444,021/050,020/050,041/100,--,--,--,68,02,A,08,16
1833,214445,025/050,021/050,046/100,--,--,--,52,01,B,06,06
1834,214446,--,--,--,016/025,027/050,--,72,01,A+,09,09
1835,214447,--,--,--,019/025,032/050,--,59,04,B+,07,28
1836,214448,--,--,--,018/025,021/050,--,80,01,O,10,10
1837,214449,--,--,--,018/025,--,--,49,03,C,05,15
1838,207003,035/050,024/050,059/100,--,--,--,42,04,P,04,16
1839,207003,--,--,--,020/025,--,--,51,04,B,06,24
1840,214450,023/050,026/050,049/100,--,--,--,61,04,A,08,32
1841,214451,021/050,021/050,042/100,--,--,--,69,02,A,08,16
1842,214452,026/050,025/050,051/100,--,--,--,70,02,A+,09,18
1843,214453,038/050,023/050,061/100,--,--,--,PP,00,P,00,00
1844,214454,--,--,--,018/025,034/050,--,66,04,A,08,32
1845,214455,--,--,--,020/025,033/050,--,60,04,A,08,32
1846,214458,--,--,--,PP,--,--,56,04,B+,07,28
1847,214441,031/050,035/050,066/100,--,--,--,73,04,A+,09,36
1848,214442,035/050,025/050,060/100,--,--,--,60,04,A,08,32
1849,214443,025/050,031/050,056/100,--,--,--,77,01,A+,09,09
1850,214444,036/050,037/050,073/100,--,--,--,82,02,O,10,20
1851,214445,030/050,030/050,060/100,--,--,--,88,01,O,10,10
1852,214446,--,--,--,023/025,035/050,--,84,01,O,10,10
1853,214447,--,--,--,023/025,039/050,--,PP,00,P,00,00
1854,214448,--,--,--,023/025,043/050,--,48,04,C,05,20
1855,214449,--,--,--,021/025,--,--,57,04,B+,07,28
1856,202054A,--,--,--,PP,--,--,51,04,B,06,24
1857,214441,027/050,021/050,048/100,--,--,--,61,04,A,08,32
1858,214442,037/050,020/050,057/100,--,--,--,54,04,B,06,24
1859,214443,029/050,022/050,051/100,--,--,--,80,01,O,10,10
1860,214444,029/050,032/050,061/100,--,--,--,80,02,O,10,20
1861,214445,030/050,024/050,054/100,--,--,--,86,01,O,10,10
1862,214446,--,--,--,022/025,038/050,--,84,01,O,10,10
1863,214447,--,--,--,022/025,038/050,--,PP,00,P,00,00
1864,214448,--,--,--,023/025,042/050,--,49,04,C,05,20
1865,214449,--,--,--,021/025,--,--,50,04,B,06,24
1866,202054A,--,--,--,PP,--,--,60,04,A,08,32
1867,214441,026/050,023/050,049/100,--,--,--,53,04,B,06,24
1868,214442,030/050,020/050,050/100,--,--,--,51,04,B,06,24
1869,214443,035/050,025/050,060/100,--,--,--,76,01,A+,09,09
1870,214444,020/050,033/050,053/100,--,--,--,80,02,O,10,20
1871,214445,026/050,025/050,051/100,--,--,--,72,01,A+,09,09
1872,214446,--,--,--,022/025,035/050,--,80,01,O,10,10
1873,214447,--,--,--,022/025,038/050,--,PP,00,P,00,00
1874,214448,--,--,--,021/025,033/050,--,54,01,B,06,06
1875,214449,--,--,--,020/025,--,--,61,02,A,08,16
1876,202054A,--,--,--,PP,--,--,57,01,B+,07,07
1877,214446,--,--,--,021/025,020/050,--,76,01,A+,09,09
1878,214447,--,--,--,020/025,026/050,--,PP,00,P,00,00
1879,214448,--,--,--,020/025,023/050,--,62,04,A,08,32
1880,214449,--,--,--,019/025,--,--,55,04,B+,07,28
1881,202054A,--,--,--,PP,--,--,63,04,A,08,32
1882,214441,039/050,023/050,062/100,--,--,--,70,04,A+,09,36
1883,214442,031/050,024/050,055/100,--,--,--,68,04,A,08,32
1884,214443,035/050,028/050,063/100,--,--,--,80,01,O,10,10
1885,214444,042/050,028/050,070/100,--,--,--,92,02,O,10,20
1886,214445,039/050,029/050,068/100,--,--,--,92,01,O,10,10
1887,214446,--,--,--,023/025,037/050,--,80,01,O,10,10
1888,214447,--,--,--,023/025,046/050,--,PP,00,P,00,00
1889,214448,--,--,--,023/025,046/050,--,43,04,P,04,16
1890,214449,--,--,--,020/025,--,--,54,04,B,06,24
1891,202054A,--,--,--,PP,--,--,52,04,B,06,24
1892,214441,021/050,022/050,043/100,--,--,--,53,04,B,06,24
1893,214442,030/050,024/050,054/100,--,--,--,78,01,A+,09,09
1894,214444,024/050,028/050,052/100,--,--,--,78,02,A+,09,18
1895,214445,025/050,028/050,053/100,--,--,--,82,01,O,10,10
1896,214446,--,--,--,023/025,036/050,--,88,01,O,10,10
1897,214447,--,--,--,023/025,036/050,--,PP,00,P,00,00
1898,214448,--,--,--,024/025,038/050,--,43,04,P,04,16
1899,214449,--,--,--,022/025,--,--,44,04,P,04,16
1900,202054A,--,--,--,PP,--,--,66,01,A,08,08
1901,214443,022/050,021/050,043/100,--,--,--,61,02,A,08,16
1902,214445,024/050,020/050,044/100,--,--,--,84,01,O,10,10
1903,214446,--,--,--,020/025,030/050,--,PP,00,P,00,00
1904,214447,--,--,--,020/025,026/050,--,52,04,B,06,24
1905,214449,--,--,--,021/025,--,--,72,01,A+,09,09
1906,202054A,--,--,--,PP,--,--,70,01,A+,09,09
1907,214444,032/050,020/050,052/100,--,--,--,80,01,O,10,10
1908,214446,--,--,--,022/025,032/050,--,PP,00,P,00,00
1909,214448,--,--,--,021/025,032/050,--,62,04,A,08,32
1910,214449,--,--,--,020/025,--,--,54,04,B,06,24
1911,202054A,--,--,--,PP,--,--,59,04,B+,07,28
1912,214441,037/050,025/050,062/100,--,--,--,58,04,B+,07,28
1913,214442,026/050,028/050,054/100,--,--,--,77,01,A+,09,09
1914,214443,034/050,025/050,059/100,--,--,--,68,02,A,08,16
1915,214444,034/050,024/050,058/100,--,--,--,64,01,A,08,08
1916,214446,--,--,--,021/025,037/050,--,72,01,A+,09,09
1917,214447,--,--,--,020/025,031/050,--,PP,00,P,00,00
1918,214448,--,--,--,021/025,027/050,--,49,04,C,05,20
1919,214449,--,--,--,018/025,--,--,48,04,C,05,20
1920,202054A,--,--,--,PP,--,--,47,04,C,05,20
1921,214441,022/050,027/050,049/100,--,--,--,43,04,P,04,16
1922,214442,027/050,021/050,048/100,--,--,--,69,01,A,08,08
1923,214443,027/050,020/050,047/100,--,--,--,64,02,A,08,16
1924,214444,019/050,024/050,043/100,--,--,--,80,01,O,10,10
1925,214446,--,--,--,021/025,031/050,--,PP,00,P,00,00
1926,214447,--,--,--,022/025,026/050,--,PP,00,P,00,00
1927,214449,--,--,--,020/025,--,--,43,04,P,04,16
1928,202054A,--,--,--,PP,--,--,44,04,P,04,16
1929,210250,--,--,--,PP,--,--,45,04,C,05,20
1930,214441,022/050,021/050,043/100,--,--,--,48,04,C,05,20
1931,214442,022/050,022/050,044/100,--,--,--,47,04,C,05,20
1932,214443,023/050,022/050,045/100,--,--,--,62,01,A,08,08
1933,214444,023/050,025/050,048/100,--,--,--,58,02,B+,07,14
1934,214445,025/050,022/050,047/100,--,--,--,62,01,A,08,08
1935,214446,--,--,--,018/025,029/050,--,76,01,A+,09,09
1936,214447,--,--,--,018/025,026/050,--,68,01,A,08,08
1937,214448,--,--,--,018/025,029/050,--,55,03,B+,07,21
1938,214449,--,--,--,019/025,--,--,41,04,P,04,16
1939,207003,--,--,--,017/025,--,--,42,04,P,04,16
1940,214450,035/050,020/050,055/100,--,--,--,55,04,B+,07,28
1941,214451,020/050,021/050,041/100,--,--,--,69,02,A,08,16
1942,214452,022/050,020/050,042/100,--,--,--,61,02,A,08,16
1943,214453,028/050,027/050,055/100,--,--,--,78,01,A+,09,09
1944,214454,--,--,--,018/025,034/050,--,PP,00,P,00,00
1945,214455,--,--,--,018/025,028/050,--,58,04,B+,07,28
1946,214456,--,--,--,017/025,042/050,--,62,04,A,08,32
1947,214458,--,--,--,PP,--,--,67,04,A,08,32
1948,214441,035/050,023/050,058/100,--,--,--,50,04,B,06,24
1949,214442,034/050,028/050,062/100,--,--,--,56,04,B+,07,28
1950,214443,033/050,034/050,067/100,--,--,--,70,02,A+,09,18
1951,214444,028/050,022/050,050/100,--,--,--,64,01,A,08,08
1952,214445,030/050,026/050,056/100,--,--,--,76,01,A+,09,09
1953,214447,--,--,--,021/025,032/050,--,PP,00,P,00,00
1954,214448,--,--,--,021/025,027/050,--,54,04,B,06,24
